44.4;1007.03;1080.83
44.5;1010.67;1083.80
44.6;1014.31;1086.78
44.7;1017.95;1089.75
44.8;1021.59;1092.73
44.9;1025.24;1095.70
45;1028.88;1098.68
45.1;1032.52;1101.65
45.2;1036.16;1104.63
45.3;1039.80;1107.60
45.4;1043.44;1110.58
45.5;1047.09;1113.55
45.6;1050.73;1116.53
45.7;1054.37;1119.50
45.8;1058.01;1122.48
45.9;1061.65;1125.45
46;1065.29;1128.43
46.1;1068.94;1131.40
46.2;1072.58;1134.38
46.3;1076.23;1137.36
46.4;1079.89;1140.35
46.5;1083.55;1143.35
46.6;1087.22;1146.35
46.7;1090.89;1149.35
46.8;1094.55;1152.35
46.9;1098.22;1155.35
47;1101.89;1158.35
47.1;1105.55;1161.35
47.2;1109.22;1164.35
47.3;1112.89;1167.35
47.4;1116.55;1170.35
47.5;1120.22;1173.35
47.6;1123.89;1176.35
47.7;1127.55;1179.35
47.8;1131.22;1182.35
47.9;1134.89;1185.35
48;1138.55;1188.35
48.1;1142.22;1191.35
48.2;1145.89;1194.35
48.3;1149.55;1197.35
48.4;1153.22;1200.35
48.5;1156.89;1203.35
48.6;1160.55;1206.35
48.7;1164.22;1209.35
48.8;1167.89;1212.35
48.9;1171.55;1215.35
49;1175.22;1218.35
49.1;1178.89;1221.35
49.2;1182.55;1224.35
49.3;1186.22;1227.35
49.4;1189.89;1230.35
49.5;1193.55;1233.35
49.6;1197.22;1236.35
49.7;1200.89;1239.35
49.8;1204.55;1242.35
49.9;1208.22;1245.35
50;1211.89;1248.35
50.1;1215.55;1251.35
50.2;1219.22;1254.35
50.3;1222.89;1257.35
50.4;1226.55;1260.35
50.5;1230.22;1263.35
50.6;1233.89;1266.35
50.7;1237.55;1269.35
50.8;1241.22;1272.35
50.9;1244.89;1275.35
51;1248.55;1278.35
51.1;1252.22;1281.35
51.2;1255.89;1284.35
51.3;1259.55;1287.35
51.4;1263.22;1290.35
51.5;1266.89;1293.35
51.6;1270.55;1296.35
51.7;1274.22;1299.35
51.8;1277.89;1302.35
51.9;1281.55;1305.35
52;1285.22;1308.35
52.1;1288.89;1311.35
52.2;1292.55;1314.35
52.3;1296.22;1317.35
52.4;1299.89;1320.35
52.5;1303.55;1323.35
52.6;1307.22;1326.35
52.7;1310.89;1329.35
52.8;1314.55;1332.35
52.9;1318.22;1335.35
53;1321.89;1338.35
53.1;1325.55;1341.35
53.2;1329.22;1344.35
53.3;1332.89;1347.35
53.4;1336.55;1350.35
53.5;1340.22;1353.35
53.6;1343.89;1356.35
53.7;1347.55;1359.35
53.8;1351.22;1362.35
53.9;1354.89;1365.35
54;1358.55;1368.35
54.1;1362.22;1371.35
54.2;1365.89;1374.35
54.3;1369.55;1377.35
54.4;1373.22;1380.35
54.5;1376.89;1383.35
54.6;1380.55;1386.35
54.7;1384.22;1389.35
54.8;1387.89;1392.35
54.9;1391.55;1395.35
55;1395.22;1398.35
55.1;1398.89;1401.35
55.2;1402.55;1404.35
55.3;1406.22;1407.35
55.4;1409.89;1410.35
55.5;1413.55;1413.35
55.6;1417.22;1416.35
55.7;1420.89;1419.35
55.8;1424.55;1422.35
55.9;1428.22;1425.35
56;1431.89;1428.35
56.1;1435.55;1431.35
56.2;1439.22;1434.35
56.3;1442.89;1437.35
56.4;1446.56;1440.35
56.5;1450.23;1443.36
56.6;1453.91;1446.38
56.7;1457.61;1449.41
56.8;1461.32;1452.45
56.9;1465.04;1455.50
57;1468.76;1458.56
57.1;1472.50;1461.63
57.2;1476.23;1464.70
57.3;1479.97;1467.77
57.4;1483.71;1470.84
57.5;1487.44;1473.91
57.6;1491.17;1476.97
57.7;1494.89;1480.02
57.8;1498.61;1483.07
57.9;1502.32;1486.12
58;1506.03;1489.16
58.1;1509.73;1492.19
58.2;1513.42;1495.22
58.3;1517.11;1498.24
58.4;1520.79;1501.26
58.5;1524.47;1504.27
58.6;1528.14;1507.27
58.7;1531.81;1510.27
58.8;1535.47;1513.27
58.9;1539.13;1516.26
59;1542.78;1519.24
59.1;1546.44;1522.23
59.2;1550.09;1525.22
59.3;1553.75;1528.21
59.4;1557.40;1531.20
59.5;1561.06;1534.19
59.6;1564.71;1537.18
59.7;1568.37;1540.17
59.8;1572.03;1543.16
59.9;1575.68;1546.14
60;1579.34;1549.13
60.1;1582.99;1552.12
60.2;1586.65;1555.11
60.3;1590.30;1558.10
60.4;1593.96;1561.09
60.5;1597.61;1564.08
60.6;1601.27;1567.07
60.7;1604.93;1570.06
60.8;1608.58;1573.04
60.9;1612.24;1576.03
61;1615.89;1579.02
61.1;1619.55;1582.01
61.2;1623.20;1585.00
61.3;1626.86;1587.99
61.4;1630.51;1590.98
61.5;1634.17;1593.97
61.6;1637.83;1596.96
61.7;1641.48;1599.94
61.8;1645.14;1602.93
61.9;1648.79;1605.92
62;1652.45;1608.91
62.1;1656.10;1611.90
62.2;1659.76;1614.89
62.3;1663.41;1617.88
62.4;1667.07;1620.87
62.5;1670.73;1623.86
62.6;1674.38;1626.84
62.7;1678.04;1629.83
62.8;1681.69;1632.82
62.9;1685.35;1635.81
63;1689.00;1638.80
63.1;1692.66;1641.79
63.2;1696.31;1644.78
63.3;1699.97;1647.77
63.4;1703.63;1650.76
63.5;1707.28;1653.74
63.6;1710.94;1656.73
63.7;1714.59;1659.72
63.8;1718.25;1662.71
63.9;1721.90;1665.70
64;1725.56;1668.69
64.1;1729.21;1671.68
64.2;1732.87;1674.67
64.3;1736.53;1677.66
64.4;1740.18;1680.64
64.5;1743.84;1683.63
64.6;1747.49;1686.62
64.7;1751.15;1689.61
64.8;1754.80;1692.60
64.9;1758.46;1695.59
65;1762.11;1698.58
65.1;1765.77;1701.57
65.2;1769.43;1704.56
65.3;1773.08;1707.54
65.4;1776.74;1710.53
65.5;1780.39;1713.52
65.6;1784.05;1716.51
65.7;1787.70;1719.50
65.8;1791.36;1722.49
65.9;1795.01;1725.48
66;1798.67;1728.47
66.1;1802.33;1731.46
66.2;1805.98;1734.44
66.3;1809.64;1737.43
66.4;1813.29;1740.42
66.5;1816.95;1743.41
66.6;1820.60;1746.40
66.7;1824.26;1749.39
66.8;1827.91;1752.38
66.9;1831.57;1755.37
67;1835.23;1758.36
67.1;1838.88;1761.34
67.2;1842.54;1764.33
67.3;1846.19;1767.32
67.4;1849.85;1770.31
67.5;1853.50;1773.30
67.6;1857.16;1776.29
67.7;1860.81;1779.28
67.8;1864.47;1782.27
67.9;1868.13;1785.26
68;1871.78;1788.24
68.1;1875.44;1791.23
68.2;1879.09;1794.22
68.3;1882.75;1797.21
68.4;1886.40;1800.20
68.5;1890.06;1803.19
68.6;1893.71;1806.18
68.7;1897.37;1809.17
68.8;1901.03;1812.16
68.9;1904.68;1815.14
69;1908.34;1818.13
69.1;1911.99;1821.12
69.2;1915.65;1824.11
69.3;1919.30;1827.10
69.4;1922.96;1830.09
69.5;1926.61;1833.08
69.6;1930.27;1836.07
69.7;1933.93;1839.06
69.8;1937.58;1842.04
69.9;1941.24;1845.03
70;1944.89;1848.02
70.1;1948.55;1851.01
70.2;1952.20;1854.00
70.3;1955.86;1856.99
70.4;1959.51;1859.98
70.5;1963.17;1862.97
70.6;1966.83;1865.96
70.7;1970.48;1868.94
70.8;1974.14;1871.93
